,0,1,Label
0,12.6246805,8.089143,T-shirt/top
1,11.730681,-38.313572,Ankle boot
2,-19.290787,-30.05597,Trouser
3,-9.18064,-32.28744,Trouser
4,-8.475127,-52.341797,Trouser
5,-2.4698417,40.227493,Dress
6,24.471706,40.166664,Sandal
7,-3.2186043,36.929615,Dress
8,10.40747,44.64965,T-shirt/top
9,14.586944,48.527878,T-shirt/top
10,3.0459118,-30.88908,Ankle boot
11,7.5705247,29.611519,T-shirt/top
12,29.96721,18.038464,Sandal
13,43.545715,1.7019733,Sandal
14,33.800995,38.34561,Sandal
15,16.975359,10.842726,T-shirt/top
16,-43.81221,1.6019595,Bag
17,5.285507,-41.88911,Ankle boot
18,-8.345403,28.807123,Dress
19,-6.884236,4.358097,Pullover
20,-8.483248,-44.660995,Trouser
21,-38.58047,-5.3220983,Bag
22,-28.769997,11.401,Pullover
23,32.29772,-29.599623,Sneaker
24,-31.93298,23.634295,Dress
25,-27.299854,-13.573902,Coat
26,3.4050343,-15.825195,Ankle boot
27,-4.4931607,40.53754,Dress
28,-22.003523,12.635898,Pullover
29,-21.035685,43.320694,Dress
30,58.40463,11.984165,Sandal
31,-21.173914,-36.187138,Trouser
32,-21.460228,21.777184,Dress
33,-9.019065,-1.1480429,Pullover
34,-12.706549,-18.89592,Pullover
35,15.282414,-15.969871,Shirt
36,19.074162,18.163998,T-shirt/top
37,-1.221163,13.834566,Pullover
38,-51.910145,-8.276057,Bag
39,-40.205097,35.116924,Dress
40,-25.760473,49.093918,Dress
41,43.28647,-4.539178,Sandal
42,22.628038,-2.34896,T-shirt/top
43,45.853268,2.1607308,Sandal
44,10.715692,27.61549,T-shirt/top
45,-6.338935,22.33768,Dress
46,30.41162,25.357529,Sandal
47,-19.505571,-15.8063545,Ankle boot
48,3.8568935,-32.84498,Ankle boot
49,-31.29821,-5.67499,Coat
50,-12.360715,-43.531807,Trouser
51,-12.179927,-45.554096,Trouser
52,27.78215,22.991087,Sandal
53,-15.57677,50.28469,Dress
54,-22.475666,8.463018,Pullover
55,7.116247,-28.806593,Ankle boot
56,-15.203873,-23.962336,Ankle boot
57,12.0371685,-6.760101,Shirt
58,-22.734282,-49.804733,Trouser
59,-32.496334,-38.42304,Trouser
60,18.930983,21.650368,T-shirt/top
61,-6.5649457,-32.200886,Ankle boot
62,47.645824,-0.5255317,Sandal
63,55.83536,19.485594,Sandal
64,-1.7561644,-48.042004,Trouser
65,-6.228089,33.464725,Dress
66,10.134719,-41.655502,Ankle boot
67,-3.6366332,-46.262177,Trouser
68,-5.271747,21.57999,Dress
69,-42.59593,-28.251507,Bag
70,-2.6576064,-57.709373,Trouser
71,-51.02008,7.6337037,Bag
72,-1.6867136,-21.226425,Ankle boot
73,-12.963568,-48.84574,Trouser
74,-53.91738,5.8291774,Bag
75,-31.257359,1.4213685,Coat
76,-20.662146,-2.7094402,Coat
77,0.68465334,-14.196796,Ankle boot
78,-41.586308,-15.574108,Bag
79,13.221478,26.195744,T-shirt/top
80,-46.753563,-5.0570884,Bag
81,-19.79758,-27.124508,Trouser
82,13.555228,45.072617,T-shirt/top
83,47.07799,19.033997,Sandal
84,7.428351,9.044368,T-shirt/top
85,32.496956,11.913254,Sandal
86,-47.47803,8.827067,Bag
87,27.306261,39.2546,Sandal
88,5.1565704,23.089119,T-shirt/top
89,34.1912,-6.278867,Sandal
90,28.781485,5.1357884,Sandal
91,-23.322376,-37.3032,Trouser
92,-4.819309,4.3507857,Pullover
93,30.096355,0.2736498,Sandal
94,-22.228542,-15.978569,Coat
95,-19.880856,18.620552,Pullover
96,-8.8235855,-0.35810792,Pullover
97,-57.145622,-10.396612,Bag
98,-38.51461,1.0782645,Bag
99,31.10458,-20.8076,Sneaker
100,20.551905,-18.601635,Shirt
101,-13.911738,-35.571575,Trouser
102,-51.164642,-23.469103,Bag
103,-57.937847,-11.272586,Bag
104,-19.865326,15.684011,Pullover
105,40.269825,-36.032013,Sneaker
106,-47.59919,-5.4764724,Bag
107,19.761438,-6.517327,Sandal
108,46.26434,18.241703,Sandal
109,30.94361,-24.450928,Sneaker
110,36.578354,-35.10289,Sneaker
111,29.1073,-6.3198023,Sandal
112,-27.39788,19.28299,Dress
113,-18.116932,-35.19584,Trouser
114,-19.222195,-39.378223,Trouser
115,-37.395226,-18.715979,Bag
116,19.196764,47.551384,T-shirt/top
117,-1.2699091,20.157078,Shirt
118,-22.765755,8.388699,Pullover
119,26.127094,36.51738,Sandal
120,50.510452,-3.2576506,Sandal
121,45.3032,4.118762,Sandal
122,12.781865,16.267391,T-shirt/top
123,-5.706773,9.668676,Pullover
124,-7.90909,32.81654,Dress
125,-3.3205018,18.339916,Dress
126,29.435379,24.114546,Sandal
127,-15.419936,-20.702497,Bag
128,-36.325573,11.793314,Dress
129,-50.887096,-20.146568,Bag
130,40.441456,-28.408476,Sneaker
131,35.23783,42.605186,Sandal
132,28.385307,34.124645,Sandal
133,41.99999,2.8648744,Sandal
134,-20.053331,12.861894,Pullover
135,-0.9401741,48.31323,Dress
136,4.3527966,21.980286,T-shirt/top
137,-39.22339,-17.1002,Bag
138,29.078226,40.87867,Sandal
139,-17.028168,38.15537,Dress
140,-24.08333,19.722218,Dress
141,39.14774,-12.913718,Sandal
142,34.328823,-1.2824781,Sandal
143,-49.799885,-12.723219,Bag
144,34.150257,-38.56063,Sneaker
145,43.06335,33.632694,Sandal
146,-48.139053,-9.693118,Bag
147,-19.737795,32.49209,Dress
148,42.757187,-21.901789,Sandal
149,3.85185,-16.566948,Ankle boot
150,5.905521,8.226405,T-shirt/top
151,-41.510117,-4.291409,Bag
152,40.653515,-25.105825,Sneaker
153,42.858322,-3.325431,Sandal
154,12.327848,-39.63745,Ankle boot
155,51.860165,2.9498634,Sandal
156,22.930939,-24.474722,Shirt
157,0.64320546,-6.781732,Coat
158,32.7927,45.870335,Sandal
159,-31.535297,35.477066,Dress
160,-37.8318,-6.0329003,Trouser
161,39.7527,-27.645443,Sneaker
162,44.806763,18.772738,Sandal
163,-55.199135,3.380935,Bag
164,-0.9815082,-20.99246,Ankle boot
165,0.42128262,10.797513,Pullover
