,0,1,Label
0,12.6246805,8.089143,Sandal
1,11.730681,-38.313572,Shirt
2,-19.290787,-30.05597,Ankle boot
3,-9.18064,-32.28744,Ankle boot
4,-8.475127,-52.341797,Ankle boot
5,-2.4698417,40.227493,Pullover
6,24.471706,40.166664,T-shirt/top
7,-3.2186043,36.929615,Pullover
8,10.40747,44.64965,Sandal
9,14.586944,48.527878,Sandal
10,3.0459118,-30.88908,Shirt
11,7.5705247,29.611519,Sandal
12,29.96721,18.038464,T-shirt/top
13,43.545715,1.7019733,T-shirt/top
14,33.800995,38.34561,T-shirt/top
15,16.975359,10.842726,Sandal
16,-43.81221,1.6019595,Dress
17,5.285507,-41.88911,Shirt
18,-8.345403,28.807123,Pullover
19,-6.884236,4.358097,Coat
20,-8.483248,-44.660995,Ankle boot
21,-38.58047,-5.3220983,Dress
22,-28.769997,11.401,Coat
23,32.29772,-29.599623,Bag
24,-31.93298,23.634295,Pullover
25,-27.299854,-13.573902,Sneaker
26,3.4050343,-15.825195,Shirt
27,-4.4931607,40.53754,Pullover
28,-22.003523,12.635898,Pullover
29,-21.035685,43.320694,Pullover
30,58.40463,11.984165,T-shirt/top
31,-21.173914,-36.187138,Ankle boot
32,-21.460228,21.777184,Pullover
33,-9.019065,-1.1480429,Coat
34,-12.706549,-18.89592,Coat
35,15.282414,-15.969871,Trouser
36,19.074162,18.163998,Sandal
37,-1.221163,13.834566,Coat
38,-51.910145,-8.276057,Dress
39,-40.205097,35.116924,Pullover
40,-25.760473,49.093918,Pullover
41,43.28647,-4.539178,T-shirt/top
42,22.628038,-2.34896,Sandal
43,45.853268,2.1607308,T-shirt/top
44,10.715692,27.61549,Sandal
45,-6.338935,22.33768,Pullover
46,30.41162,25.357529,T-shirt/top
47,-19.505571,-15.8063545,Shirt
48,3.8568935,-32.84498,Shirt
49,-31.29821,-5.67499,Sneaker
50,-12.360715,-43.531807,Ankle boot
51,-12.179927,-45.554096,Ankle boot
52,27.78215,22.991087,T-shirt/top
53,-15.57677,50.28469,Pullover
54,-22.475666,8.463018,Coat
55,7.116247,-28.806593,Shirt
56,-15.203873,-23.962336,Shirt
57,12.0371685,-6.760101,Trouser
58,-22.734282,-49.804733,Ankle boot
59,-32.496334,-38.42304,Ankle boot
60,18.930983,21.650368,Sandal
61,-6.5649457,-32.200886,Shirt
62,47.645824,-0.5255317,T-shirt/top
63,55.83536,19.485594,T-shirt/top
64,-1.7561644,-48.042004,Ankle boot
65,-6.228089,33.464725,Pullover
66,10.134719,-41.655502,Shirt
67,-3.6366332,-46.262177,Ankle boot
68,-5.271747,21.57999,Pullover
69,-42.59593,-28.251507,Dress
70,-2.6576064,-57.709373,Ankle boot
71,-51.02008,7.6337037,Dress
72,-1.6867136,-21.226425,Shirt
73,-12.963568,-48.84574,Ankle boot
74,-53.91738,5.8291774,Dress
75,-31.257359,1.4213685,Sneaker
76,-20.662146,-2.7094402,Sneaker
77,0.68465334,-14.196796,Shirt
78,-41.586308,-15.574108,Dress
79,13.221478,26.195744,Sandal
80,-46.753563,-5.0570884,Dress
81,-19.79758,-27.124508,Ankle boot
82,13.555228,45.072617,Sandal
83,47.07799,19.033997,T-shirt/top
84,7.428351,9.044368,Sandal
85,32.496956,11.913254,T-shirt/top
86,-47.47803,8.827067,Dress
87,27.306261,39.2546,T-shirt/top
88,5.1565704,23.089119,Sandal
89,34.1912,-6.278867,T-shirt/top
90,28.781485,5.1357884,T-shirt/top
91,-23.322376,-37.3032,Ankle boot
92,-4.819309,4.3507857,Coat
93,30.096355,0.2736498,T-shirt/top
94,-22.228542,-15.978569,Sneaker
95,-19.880856,18.620552,Coat
96,-8.8235855,-0.35810792,Coat
97,-57.145622,-10.396612,Dress
98,-38.51461,1.0782645,Dress
99,31.10458,-20.8076,Bag
100,20.551905,-18.601635,Trouser
101,-13.911738,-35.571575,Ankle boot
102,-51.164642,-23.469103,Dress
103,-57.937847,-11.272586,Dress
104,-19.865326,15.684011,Coat
105,40.269825,-36.032013,Bag
106,-47.59919,-5.4764724,Dress
107,19.761438,-6.517327,T-shirt/top
108,46.26434,18.241703,T-shirt/top
109,30.94361,-24.450928,Bag
110,36.578354,-35.10289,Bag
111,29.1073,-6.3198023,T-shirt/top
112,-27.39788,19.28299,Pullover
113,-18.116932,-35.19584,Ankle boot
114,-19.222195,-39.378223,Ankle boot
115,-37.395226,-18.715979,Dress
116,19.196764,47.551384,Sandal
117,-1.2699091,20.157078,Trouser
118,-22.765755,8.388699,Coat
119,26.127094,36.51738,T-shirt/top
120,50.510452,-3.2576506,T-shirt/top
121,45.3032,4.118762,T-shirt/top
122,12.781865,16.267391,Sandal
123,-5.706773,9.668676,Coat
124,-7.90909,32.81654,Pullover
125,-3.3205018,18.339916,Pullover
126,29.435379,24.114546,T-shirt/top
127,-15.419936,-20.702497,Dress
128,-36.325573,11.793314,Pullover
129,-50.887096,-20.146568,Dress
130,40.441456,-28.408476,Bag
131,35.23783,42.605186,T-shirt/top
132,28.385307,34.124645,T-shirt/top
133,41.99999,2.8648744,T-shirt/top
134,-20.053331,12.861894,Coat
135,-0.9401741,48.31323,Pullover
136,4.3527966,21.980286,Sandal
137,-39.22339,-17.1002,Dress
138,29.078226,40.87867,T-shirt/top
139,-17.028168,38.15537,Pullover
140,-24.08333,19.722218,Pullover
141,39.14774,-12.913718,T-shirt/top
142,34.328823,-1.2824781,T-shirt/top
143,-49.799885,-12.723219,Dress
144,34.150257,-38.56063,Bag
145,43.06335,33.632694,T-shirt/top
146,-48.139053,-9.693118,Dress
147,-19.737795,32.49209,Pullover
148,42.757187,-21.901789,T-shirt/top
149,3.85185,-16.566948,Shirt
150,5.905521,8.226405,Sandal
151,-41.510117,-4.291409,Dress
152,40.653515,-25.105825,Bag
153,42.858322,-3.325431,T-shirt/top
154,12.327848,-39.63745,Shirt
155,51.860165,2.9498634,T-shirt/top
156,22.930939,-24.474722,Trouser
